ID_Batch_Loop#,Artist_Name,Title,Date_Created,Medium,Size,Signed_Edition,Estimate_Range,Realized_Price,Sale,Auction_House,Sale_Date
5_389,Damien Hirst,"Spin, 2005",2005,Acrylic and glitter on paper,Diameter: 44 cm (17 3/8 in).,Signed,"5,000 - 7,000 GBP","11,875 GBP",Day Sale - Contemporary Art,Phillips London,"Jun. 30, 2010"
5_390,Damien Hirst,"Pharmaceuticals, 2005",2005,Inkjet print in colours on Somerset paper,125.5 x 139 7/8 in.,"Signed, From a total edition of 75","15,000 - 20,000 GBP","22,500 GBP",Day Sale - Contemporary Art,Phillips London,"Jun. 30, 2010"
5_391,Damien Hirst,"'In-a-Spin', 2005",2005,screenprint,35 13/16 x 27 9/16in,Signed,"1,500 - 2,500 GBP","1,800 GBP",Vision 21,Bonhams Knightsbridge,"Jun. 30, 2010"
5_392,Damien Hirst,"Set of three spot etchings: (i) Ciclopirox Olamine, (ii) Cineole, (iii) Cinchonidine, 2004",2004,colour etchings on Hahnemühle paper,Each: 115 × 112.5 cm (45 1/4 × 44 1/4 in).,"Signed, From a total edition of 145","18,000 - 22,000 GBP",Not Sold,Day Sale - Contemporary Art,Phillips London,"Jun. 30, 2010"
5_393,Damien Hirst,"Devotion, 2003",2003,butterflies on household gloss paint on canvas in artist's frame,96 x 60in. (243.8 x 152.4cm.) framed dimensions: 117½ x 81½ x 5 3/8in. (298.5 x 207 x 13.5cm.),,"700,000 - 1,000,000 GBP","769,250 GBP",Post War and Contemporary Art Evening Auction,Christie's London,"Jun. 30, 2010"
5_394,Damien Hirst,"UNTITLED (SPIN), circa 2005",circa 2005,acrylic and glitter on paper,diameter: 45.5cm.; 17 7/8 in.,Signed,"8,000 - 12,000 GBP","13,750 GBP",Contemporary Art Day Auction,Sotheby's London,"Jun. 29, 2010"
5_395,Damien Hirst,"Diacetoxyscripenol (Grey Spot), 2005",2005,etching with aquatint printed in greys,1112 x 2006 mm (44 x 80 1/4 in),"Signed, 64 of 115","7,000 - 9,000 GBP",Not Sold,Modern & Contemporary Prints,"Dreweatts & Bloomsbury Auctions, Bloomsbury House","Jun. 24, 2010"
5_396,Damien Hirst,"Methamphetamine., 2004",2004,Etching and aquatint in colors,"177,4 x 86,3 cm (69,8 x 33,9 in)Sheet: 203,5 x 109,5 cm (80,1 x 43,1 in).","Signed, 110 from an edition of 115","20,000 EUR",Not Sold,Post War / Contemporary Art,Ketterer Kunst Munich,"Jun. 12, 2010"
5_397,Damien Hirst,"The Elusive Truth, 2005",2005,"3 offset lithographs printed in colors, on smooth wove paper",39 3/8 x 26 3/4 in,Signed,500 - 700 USD,Not Sold,20th Century Art and Editions,"Bloomsbury Auctions, New York","Jun. 09, 2010"
5_398,Damien Hirst,"Tetrahydrocannabinol, 2004",2004,"Aquatint in colors, on Hahnemühle etching paper",79 1/2 x 44 in,"Signed, 40 from an edition of 115","18,000 - 25,000 USD","21,250 USD",Editions,"Phillips New York, Chelsea","Jun. 08, 2010"
5_399,Damien Hirst,"Bromphenol blue, 2005",2005,Colour etching on Hahnemühle,"38 x 58,5cm (76,3 x 93,5cm).","Signed, one from an edition of 65","6,000 - 8,000 EUR","11,000 EUR",Modern and Contemporary Art,Van Ham Fine Art Auctions,"Jun. 04, 2010"
5_400,Damien Hirst,"Xylene Cyanol Dye Solution, 2005",2005,Colour etching on Hahnemühle,"58 x 38cm (96,5 x 73cm).","Signed, one from an edition of 65","6,000 - 8,000 EUR","6,500 EUR",Modern and Contemporary Art,Van Ham Fine Art Auctions,"Jun. 04, 2010"
5_401,Damien Hirst,"Butterfly wallpaper, 2003",2003,wallpaper,21 x 20 1/2 inches,,200 - 300 USD,175 USD,Modernism,Ivey-Selkirk,"May. 15, 2010"
5_402,Damien Hirst,"The Last Supper, 2005",2005,offset lithograph in colors,,"Signed, of 150","3,000 - 4,000 USD",250 USD,Modernism,Ivey-Selkirk,"May. 15, 2010"
5_403,Damien Hirst,"BEAUTIFUL BLEED RIDING THE WAVES PAINTING, 2005",2005,household gloss on canvas,84 in.,,"300,000 - 400,000 USD","374,500 USD",Contemporary Art Day Sale,Sotheby's New York,"May. 13, 2010"
5_404,Damien Hirst,"Killing Pain, Killing Pain, 2004",2004,pencil and mixed media collage on monoprint with aquatint,44 x 78in,,"100,000 - 150,000 USD","106,750 USD",Modern and Contemporary Art featuring Latin American Art,Bonhams New York,"May. 11, 2010"
5_405,Damien Hirst,"XYLENE CYANOL DYE SOLUTION, 2005",2005,Aquatint printed in colors,29 7/8 by 36 3/4 in,"Signed, 51 from an edition of 65","8,000 - 12,000 USD","16,250 USD",Prints,Sotheby's New York,"Apr. 29, 2010"
5_406,Damien Hirst,"PHARMACEUTICALS, 2005",2005,Inkjet print,49 3/4 by 40 in,"Signed, 21 from an edition of 75","15,000 - 20,000 USD","34,375 USD",Prints,Sotheby's New York,"Apr. 29, 2010"
5_407,Damien Hirst,"THE SKULL BENEATH THE SKIN, 2005",2005,Screenprint in colours with diamond dust on Somerset satin wove paper,sheet: 1000 by 665mm; 39 3/8 by 26¼in,"Signed, proof, aside from an edition of 155","3,000 - 5,000 GBP","5,625 GBP","Old Master, Modern & Contemporary Prints",Sotheby's London,"Mar. 30, 2010"
5_408,Damien Hirst,"5 WORKS, THE WOUNDS OF CHRIST, 2005",2005,screenprints in colours on Somerset satin wove paper,each sheet: 996 by 662mm; 39¼ by 26in,"Signed, proof, aside from an edition of 55","3,000 - 5,000 GBP","4,375 GBP","Old Master, Modern & Contemporary Prints",Sotheby's London,"Mar. 30, 2010"
5_409,Damien Hirst,"ETHIDIUM BROMIDE AQUEOUS SOLUTION, 2005",2005,Etching printed in colours on sturdy wove paper,plate: 737 by 584mm; 29 by 23in,"Signed, 50 from an edition of 65","8,000 - 10,000 GBP",Not Sold,"Old Master, Modern & Contemporary Prints",Sotheby's London,"Mar. 30, 2010"
5_410,Damien Hirst,"PYRONIN Y, 2005",2005,Etching printed in colours on Hahnemühle wove paper,plate: 584 by 737mm; 23 by 29in,"Signed, 60 from an edition of 65","10,000 - 15,000 GBP",Not Sold,"Old Master, Modern & Contemporary Prints",Sotheby's London,"Mar. 30, 2010"
5_411,Damien Hirst,"Methamphetamine, 2004",2004,aquatint printed in colours on Hahnemuhle paper,I. 1765 x 860mm. S. 2030 x 1095mm.,"Signed, 17 from an edition of 115","12,000 - 18,000 GBP",Not Sold,Prints and Multiples,Christie's South Kensington,"Mar. 23, 2010"
5_412,Damien Hirst,"Spin painting, 2005",2005,acrylic on paper,41 x 36.5cm (16 1/8 x 14 3/8in).,Signed,"1,000 - 1,500 GBP","4,560 GBP",Vision 21,Bonhams Knightsbridge,"Mar. 17, 2010"
5_413,Damien Hirst,"(i) Sketch for pendant; (ii) diamond pendant necklace, 2005",2005,"(i) Ink and graphite on paper; (ii) pavé-set circular-cut diamond capsule-shaped pendant mounted in 18K white gold on a beaded gold chain, created simultaneously with, and inspired by his Pharmacy exhibition","(i) 15 1/4 × 10 5/8 in; (ii) pendant length 1 1/4 in, necklace length 20 1/4 in",Signed,"18,000 - 22,000 GBP","22,500 GBP",Contemporary Art Day Sale,Phillips London,"Feb. 13, 2010"
5_414,Damien Hirst,"VIRGIN (EXPOSED), 2005",2005,acrylic on resin,overall (including base): 61 by 29.3 by 13.3cm.; 24 by 11 1/2 by 5 1/4 in.,"Signed, 5 from an edition of 15","120,000 - 150,000 GBP","145,250 GBP",Contemporary Art Day Auction,Sotheby's London,"Feb. 11, 2010"
5_415,Damien Hirst,"THE BOWL OF HYGEIA AND THE SERPENT OF EPIDAURUS, 2004",2004,acrylic on canvas,61 by 61cm.; 24 by 24in.,Signed,"30,000 - 40,000 GBP","27,500 GBP",Contemporary Art Day Auction,Sotheby's London,"Feb. 11, 2010"
5_416,Damien Hirst,"Selected Drawings,, 2004",2004,no medium listed,,12 from an edition of 1500,200 - 300 GBP,130 GBP*,"Oils, Watercolours, Drawings and Antique Prints","Dreweatts & Bloomsbury Auctions, Bloomsbury House","Jan. 21, 2010"
5_417,Damien Hirst,"The Hours Promotional Poster – The Mirror Poster, 2005",2005,Colour lithographic print with white silkscreen underpin on 400 micron mirri board,218.2 x 103.2 cm. (85 7/8 x 40 5/8 in).,Signed,"1,500 - 2,500 GBP","5,000 GBP",Music,Phillips London,"Nov. 21, 2009"
5_418,Damien Hirst,"The Hours Promotional Poster – The Spin Poster, 2005",2005,Colour linographic print on 320gsm silk board,218.2 x 103.2 cm. (85 7/8 x 40 1/4 cm).,Signed,"1,500 - 2,500 GBP","4,000 GBP",Music,Phillips London,"Nov. 21, 2009"
5_419,Damien Hirst,"Untitled (Spin Drawing), 2003",2003,"Pastel, acrylic ink, wax pastel, glitter, felt-tip pen and colored pencil on paper",30 x 22 in. (76.2 x 55.9 cm),Signed,"18,000 - 22,000 USD","36,250 USD",Contemporary Art Part II,"Phillips New York, Chelsea","Nov. 13, 2009"
5_420,Damien Hirst,"UNTITLED (SPIN DRAWING), 2003",2003,"pastel, acrylic ink, wax pastel, glitter, felt-tip pen and coloring pencil on paper",30 by 22 in. 76.2 by 55.9 cm.,Signed,"25,000 - 35,000 USD","40,000 USD",Contemporary Art Day Auction,Sotheby's New York,"Nov. 12, 2009"
5_421,Damien Hirst,"Genocide, 2003-2004",2003-2004,flies and resin on canvas,50 x 40 x 4 in. (137 x 101.6 x 10.2 cm.),,"200,000 - 300,000 USD",Not Sold,Post-War & Contemporary Afternoon Session,Christie's New York,"Nov. 11, 2009"
5_422,Damien Hirst,"Beautiful House, Car and Two Point Four Kids, 2005",2005,gloss household paint on canvas,diameter: 72 in. (182.8),,"250,000 - 350,000 USD","314,500 USD",Post-War & Contemporary Afternoon Session,Christie's New York,"Nov. 11, 2009"
5_423,Damien Hirst,"Bromphenol Blue (Paragon, Vol. III, p.259), 2005",2005,aquatint in colors,P. 15 x 23 in. (381 x 584 mm.) S. 30 x 36¾ in. (762 x 934 mm.),Signed,"10,000 - 15,000 USD","13,750 USD",Prints & Multiples,Christie's New York,"Oct. 27, 2009"
5_424,Damien Hirst,"Untitled, 2004",2004,ink on paper,10½ x 8 1/8in. (27 x 20.6cm.),Signed,"4,000 - 6,000 GBP","10,000 GBP",Post-War & Contemporary Art Day Auction,Christie's London,"Oct. 17, 2009"
5_425,Damien Hirst,"Untitled, 2004",2004,acrylic and metallic paint on paper,18in. (45.7cm.) diameter,Signed,"5,000 - 7,000 GBP","15,000 GBP",Post-War & Contemporary Art Day Auction,Christie's London,"Oct. 17, 2009"
5_426,Damien Hirst,"The Crucifix, 2005",2005,"cedar wood, hand-colored pewter pills, resin, silver, stainless steel",34.5 × 19.0 × 3.0 in,May-35,"470,000 - 520,000 HKD",Not Sold,Hong Kong Sale: Modern & Contemporary Art,Seoul Auction,"Oct. 07, 2009"
5_427,Damien Hirst,"PHARMACEUTICALS, 2005",2005,Inkjet print in colours,41 5/8 by 32 7/8 in,"Signed, 39 from an edition of 75","12,000 - 16,000 GBP",Not Sold,Modern and Contemporary Prints,Sotheby's London,"Sep. 24, 2009"
5_428,Damien Hirst,"CINCHONIDINE, 2004",2004,Color etching on Hahnemühle paper,"114,5 x 112,5 cm.",Signed,"4,500 EUR",not sold,,no auction house listed,no sale date listed
5_429,Damien Hirst,"Spin picture, 2005",2005,acrylic on paper,16 ¾ in diameter,Signed,"12,600 GBP",not sold,,no auction house listed,no sale date listed
5_430,Damien Hirst,"Trust, 2003",2003,cellulose paint on bronze with coins and mirrored stainless steel,39 3/8 x 25½ x 14 1/8in.,"Signed, 3 from an edition of 12","80,000 - 120,000 GBP","91,250 GBP",Post-War and Contemporary Art Day Auction,Christie's London,"Jul. 01, 2009"
5_431,Damien Hirst,"Tuberculosis, 2003",2003,flies and resin on canvas,54 x 40in.,Signed,"150,000 - 200,000 GBP","157,250 GBP",Post-War and Contemporary Art Day Auction,Christie's London,"Jul. 01, 2009"
5_432,Damien Hirst,"THE VERY END OF PAIN, 2004",2004,pencil and mixed media collage on monoprint aquatint,43 by 80in.,Signed,"30,000 - 40,000 GBP","33,650 GBP",Contemporary Day Auction,Sotheby's London,"Jun. 26, 2009"
5_433,Damien Hirst,"3 works: The Elusive Truth, 2005",2005,lithographs,39 3/8 x 26¾ inches,Signed,"1,500 - 2,000 USD",Not Sold,20th Century Prints and Works of Art on Paper,"Bloomsbury Auctions, New York","Jun. 03, 2009"
5_434,Damien Hirst,"Sacred Heart IX, 2005",2005,Bull's heart and dagger in Perspex box with formaldehyde solution,18 x 12 x 16 in. (45.7 x 30.5 x 15.2 cm.),Sep-35,"40,000 - 60,000 USD","47,500 USD",POST-WAR AND CONTEMPORARY ART AFTERNOON SALE,Christie's New York,"May. 14, 2009"
5_435,Damien Hirst,"Beautiful, I Pushed the Controls and Ahead of Me Rockets Blazed, I Don't Want to be a Dead Artist Painting, 2005",2005,gloss household paint,84 in. (213.4 cm.) diameter,Signed,"250,000 - 350,000 USD","290,500 USD",POST-WAR AND CONTEMPORARY ART AFTERNOON SALE,Christie's New York,"May. 14, 2009"
5_436,Damien Hirst,"I Need Love, FullFormat:,year,2004","FullFormat:,year,2004",butterflies and household gloss on canvas,24 by 24 in. 61 by 61 cm.,,"120,000 - 180,000 USD","194,500 USD",Contemporary Art Day Sale,Sotheby's New York,"May. 13, 2009"
5_437,Damien Hirst,"Ciclopirox Olamine, 2004",2004,colour aquatint,"Diameter: 860 mm., S. 1145 x 1125 mm","Signed, 137/145, there were also 35 artist's proofs","4,000 - 5,000 GBP","5,000 GBP",BRITISH PRINTS,Christie's South Kensington,"Apr. 09, 2009"
5_438,Damien Hirst,"Cinchonidine, 2004",2004,aquatint in colours,"Diamteter: 860 mm., S. 1145 x 1125 mm","Signed, 137/145","3,000 - 4,000 GBP","3,750 GBP",BRITISH PRINTS,Christie's South Kensington,"Apr. 09, 2009"
5_439,Damien Hirst,"Cinchonidine (Paragon Vol. III, p. 158-9), 2004-2008",2004-2008,aquatint in colours,"P. 860 mm. (diameter), S. 1145 x 1125 mm",Signed,"3,500 - 4,500 GBP","4,000 GBP","OLD MASTER, MODERN & CONTEMPORARY PRINTS",Christie's London,"Apr. 08, 2009"
5_440,Damien Hirst,"Day by Day, 2003",2003,"Stainless steel, glass and wood cabinet, with plastic Dymo® tape and pills.",12 x 24 x 4 in. (30.5 x 61 x 10.2 cm).,,"50,000 - 70,000 USD","62,500 USD",Under the Influence,"Phillips New York, Chelsea","Mar. 09, 2009"
5_441,Damien Hirst,"Day by Day, 2003",2003,"Stainless steel, glass and wooden cabinet with Dymo tape and pills.",30.5 x 61 x 7.6 cm. (12 x 24 x 3 in).,,"20,000 - 30,000 GBP","30,000 GBP",Contemporary Art Day Sale,Phillips London,"Feb. 13, 2009"
5_442,Damien Hirst,"Love Love, FullFormat:,year,2005","FullFormat:,year,2005",papillons et laque sur toile,"diptyque, ensemble : 15,3 x 30,6 cm ; overall : 6 x 12 in. (alt: chaque : 15,3 x 15,3 cm ; each : 6 x 6 in.)",,"25,000 - 35,000 EUR","30,750 EUR",Contemporary Art,Sotheby's Paris,"Dec. 10, 2008"
5_443,Damien Hirst,"Tetrahydrocannabinol, 2004",2004,"Aquatint in colors, on Hahnemühle etching paper, with full margins,",I. 34 x 70 1/4 in. (86.4 x 178.4 cm) S. 79 1/2 x 44 in. (201.9 x 111.8 cm),33 of 115,"40,000 - 60,000 USD","25,000 USD",Modern and Contemporary Editions,"Phillips New York, Chelsea","Nov. 23, 2008"
5_444,Damien Hirst,"Day by Day, 2003",2003,"Stainless steel, glass and wood cabinet, with plastic Dymo® tape and pills.  ",12 x 24 x 4 in. (30.5 x 61 x 10.2 cm).,,"80,000 - 120,000 USD",Not Sold,Contemporary Art Part II,"Phillips New York, Chelsea","Nov. 14, 2008"
5_445,Damien Hirst,"Zomepirac, FullFormat:,year,2004","FullFormat:,year,2004",household gloss on canvas,Diameter: 72 in. 182.8 cm.,,"400,000 - 600,000 USD",Not Sold,Contemporary Art Day Sale,Sotheby's New York,"Nov. 12, 2008"
5_446,Damien Hirst,"Beautiful I Don't Want To Be a Dead Artist Painting, FullFormat:,year,2005","FullFormat:,year,2005",household gloss and credit card on canvas,Diameter: 84 in. 213.4 cm.,,"600,000 - 800,000 USD",Not Sold,Contemporary Art Day Sale,Sotheby's New York,"Nov. 12, 2008"
5_447,Damien Hirst,"Holocaust, FullFormat:,year,2003","FullFormat:,year,2003",flies and resin on canvas,54 by 40 by 10 1/4 in. 137.2 by 101.6 by 10.2 cm.,,"350,000 - 450,000 USD",Not Sold,Contemporary Art Day Sale,Sotheby's New York,"Nov. 12, 2008"
5_448,Damien Hirst,"3 WORKS: 'Cinchonidine, Ciclopirox Olamine, Cineole', 2004",2004,etchings with aquatint,45 1/4 x 44 5/16in,"Signed, one from an edition of 145","15,000 - 20,000 GBP",Not Sold,Vision 21 Evening sale,Bonhams New Bond Street,"Oct. 22, 2008"
5_449,Damien Hirst,"'Diacetoxyscirpenol', 2005",2005,etching with aquatint,43 3/4 x 79in,"Signed, one from an edition of 115","8,000 - 12,000 GBP",Not Sold,Vision 21 Evening sale,Bonhams New Bond Street,"Oct. 22, 2008"
5_450,Damien Hirst,"Day by Day, 2003",2003,"stainless steel, glass and wood cabinet with plastic Dymo tape and pills",12 x 24 x 4in. (30.5 x 61 x 10.2cm.),"Signed, five from an edition of thirty- five","40,000 - 60,000 GBP","37,250 GBP",POST-WAR & CONTEMPORARY ART DAY SALE,Christie's London,"Oct. 21, 2008"
5_451,Damien Hirst,"Methamphetamine, FullFormat:,year,2004","FullFormat:,year,2004",colour etching,203 by 109.5cm.; 79 7/8 by 43 1/8 in.,,"20,000 - 30,000 GBP","15,000 GBP",Contemporary Art Day Auction,Sotheby's London,"Oct. 20, 2008"
5_452,Damien Hirst,"Untitled, FullFormat:,year,2003","FullFormat:,year,2003",household gloss on longboard,276 by 58.5cm.; 108 5/8 by 23in.,,"50,000 - 70,000 GBP","85,250 GBP",Contemporary Art Day Auction,Sotheby's London,"Oct. 20, 2008"
5_453,Damien Hirst,"Sacred XIV, 2005",2005,Pig’s heart and dagger in Perspex box with 5% formaldehyde.,45.3 x 30.6 x 15.2 cm. (17 7/8 x 12 x 6 in).,,"150,000 - 250,000 GBP",Not Sold,Contemporary Art Day Sale,Phillips London,"Oct. 18, 2008"
5_454,Damien Hirst,"Beautiful Asthma, Abestosis the Light at the End of the Tunnel No Use Crying Over Spilt Milk Painting, 2005",2005,Household gloss paint and Damien Hirst Coutts credit card on canvas.,Diameter: 213.4 cm. (84 in).,,"250,000 - 350,000 GBP","265,250 GBP",Contemporary Art Evening Sale,Phillips London,"Oct. 18, 2008"
5_455,Damien Hirst,"The Blood of Christ, FullFormat:,year,2005","FullFormat:,year,2005","stainless steel, glass, 1860 industrial pills and pig's blood",183.3 by 120.3 by 10.2cm. (alt: 73 by 47 1/4 by 4in. (presumed to be Christ's height according to the bible)),,"1,000,000 - 1,500,000 GBP","825,250 GBP",Contemporary Art Evening Auction,Sotheby's London,"Oct. 17, 2008"
5_456,Damien Hirst,"Diacetoxysciprenol, FullFormat:,year,2005","FullFormat:,year,2005",etching,Plate: 864 by 1778mm; 34 by 70in (alt: Sheet: 1150 by 2010mm.; 45¼ by 82¾in),,"6,000 - 8,000 GBP",Not Sold,"Old Master, Modern and Contemporary Prints",Sotheby's London,"Oct. 02, 2008"
5_457,Damien Hirst,"Cineole, 2004-2008",2004-2008,aquatint in colours,"P. 860 mm. (diametre), S. 1145 x 1125 mm","Signed, numbered ??/145 verso (there were also 35 artist's proofs)","6,000 - 8,000 GBP","7,500 GBP","OLD MASTER, 19TH CENTURY, MODERN AND CONTEMPORARY PRINTS",Christie's London,"Oct. 01, 2008"
5_458,Damien Hirst,"Ciclopirox Olamine, 2004-2008",2004-2008,aquatint in colours,"P. 860 mm. (diameter), S. 1145 x 1125 mm","Signed, numbered ???/145 verso (there were also 35 artist's proofs)","5,000 - 7,000 GBP","6,250 GBP","OLD MASTER, 19TH CENTURY, MODERN AND CONTEMPORARY PRINTS",Christie's London,"Oct. 01, 2008"
5_459,Damien Hirst,"Ciclopirox Olamine (Paragon Vol. III, p. 158), 2004",2004,aquatint in colours,"P. 860 mm. (diameter), S. 1145 x 1125 mm",Signed,"6,000 - 8,000 GBP","7,500 GBP",POST-WAR & CONTEMPORARY EDITIONS,Christie's South Kensington,"Sep. 11, 2008"
5_460,Damien Hirst,"The Last Supper, 2005",2005,offset lithograph in colors,S. 60 x 79 in. (1522 x 2006 mm.),Signed,"3,000 - 5,000 USD","3,750 USD",PRINTS AND MULTIPLES,Christie's New York,"Jul. 31, 2008"
5_461,Damien Hirst,"The skull beneath the skin, 2005",2005,silkscreen printed in colors with diamond dust,sheet 1000 x 667mm,Signed,"6,000 - 8,000 GBP","5,500 GBP*",20th Century Prints,"Dreweatts & Bloomsbury Auctions, Bloomsbury House","Jul. 02, 2008"
5_462,Damien Hirst,"Day by Day, FullFormat:,year,2003","FullFormat:,year,2003","stainless steel, glass and wood cabinet, plastic dymo tape and pills",30.5 by 61 by 10.2cm.; 12 by 24 by 4in.,,"50,000 - 70,000 GBP",Not Sold,Contemporary Art Day Sale,Sotheby's London,"Jul. 02, 2008"
5_463,Damien Hirst,"Rapture, FullFormat:,year,2003","FullFormat:,year,2003",butterfly wings on household gloss on canvas,diameter: 213.4cm.; 84in.,,"1,200,000 - 1,800,000 GBP","1,385,250 GBP",Contemporary Art Evening Auction,Sotheby's London,"Jul. 01, 2008"
5_464,Damien Hirst,"Smallpox, 2003",2003,Flies and resin on canvas.,137.2 x 101.6 cm. (54 x 40 in).,,"200,000 - 300,000 GBP","229,250 GBP",Contemporary Art Evening Sale,Phillips London,"Jun. 29, 2008"
5_465,Damien Hirst,"Beautiful Contents of My Wife's Handbag Cheeky Tangerine and Raspberry Ripple Painting, 2005",2005,Household gloss paint on canvas.,Diameter: 213.5 cm. (84 in).,,"300,000 - 400,000 GBP","337,250 GBP",Contemporary Art Evening Sale,Phillips London,"Jun. 29, 2008"
5_466,Damien Hirst,"Lavender Blue, 2005",2005,Household gloss and butterflies on canvas.,213.3 x 213.3 cm. (84 x 84 in).,,"700,000 - 900,000 GBP","769,250 GBP",Contemporary Art Evening Sale,Phillips London,"Jun. 29, 2008"
5_467,Damien Hirst,"Urinal I, FullFormat:,year,2004","FullFormat:,year,2004",medical supplies encased in Plexiglas box,24 3/8 by 54 by 4 in. 61.9 by 137 by 10 cm.,,"150,000 - 200,000 USD",Not Sold,Contemporary Art Day Auction,Sotheby's New York,"May. 15, 2008"
5_468,Damien Hirst,"Beautiful Androgynous Hermaphrodite Painting, 2005",2005,Gloss household paint on canvas.,76 x 48 in. (193 x 121.9 cm).,,"600,000 - 800,000 USD","481,000 USD",Contemporary Art Part I,"Phillips New York, Chelsea","May. 15, 2008"
5_469,Damien Hirst,"CICLOPIROX OLAMINE, 2004",2004,"Colour etching, On Hahnemühle paper","114,5 x 112,5 cm (sheet)",Signed,"10,000 - 12,000 USD",Not Sold,Auction 138,De Vuyst,"May. 10, 2008"
5_470,Damien Hirst,"BROMPHENOL BLUE, 2005",2005,"Colour etching, On Hahnemühle paper","76,4 x 93,3 cm (sheet)",Signed,"14,000 - 16,000 USD",Not Sold,Auction 138,De Vuyst,"May. 10, 2008"
5_471,Damien Hirst,"Day by Day, 2003",2003,"Stainless steel, glass and wooden cabinet with Dymo tape and pills.",12 x 24 x 3 in. (30.5 x 61 x 7.6 cm).,,"50,000 - 70,000 GBP",Not Sold,"Property from The Vanmoerkerke Collection, Belgium",Phillips London,"Apr. 03, 2008"
5_472,Damien Hirst,"Diacetoxysciprenol, FullFormat:,year,2005","FullFormat:,year,2005",etching,Plate: 864 by 1778mm; 34 by 70in (alt: Sheet: 115 by 210cm.; 45¼ by 82¾in.),,"6,000 - 8,000 GBP",Not Sold,"Old Master, Modern and Contemporary Prints, including Henri Matisse: Master Printmaker, Works from a Private European Collection and Andy Warhol & The Pop Generation",Sotheby's London,"Apr. 01, 2008"
5_473,Damien Hirst,"the last supper, 2005",2005,offset lithograph printed in colours,1475 x 1970mm,Signed,"800 - 1,200 GBP",800 GBP*,20th Century Prints,"Dreweatts & Bloomsbury Auctions, Bloomsbury House","Mar. 19, 2008"
5_474,Damien Hirst,"Beautiful Layers Together Dispersion Dark Liquid Destiny’s Pink Misery Painting (with Expanding Darkness), 2004",2004,Household gloss paint on canvas.,Diameter: 367 cm. (144 1/2 in).,,"400,000 - 600,000 GBP","468,500 GBP",Contemporary Art Evening Sale,Phillips London,"Feb. 28, 2008"
5_475,Damien Hirst,"Purity Examined (Maquette), FullFormat:,year,2004","FullFormat:,year,2004",bronze,62 by 28.6 by 16cm.; 24 1/2 by 11 1/4 by 6 1/4 in.,,"60,000 - 80,000 GBP","120,500 GBP",Contemporary Art Day Auction,Sotheby's London,"Feb. 28, 2008"
5_476,Damien Hirst,"Day by Day, FullFormat:,year,2004","FullFormat:,year,2004","stainless steel, glass and wood cabinet, with plastic dymo tape and pills",30.5 by 61 by 10.2cm.; 12 by 24 by 4in.,,"50,000 - 70,000 GBP","72,500 GBP",Contemporary Art Day Auction,Sotheby's London,"Feb. 28, 2008"
5_477,Damien Hirst,"A Beautiful Thing To Do, 2003",2003,butterflies and household gloss paint on canvas,42½ x 51¼in. (107.9 x 130.3cm.),,"500,000 - 700,000 GBP","580,500 GBP",POST-WAR AND CONTEMPORARY ART (DAY SALE) (PM),Christie's London,"Feb. 07, 2008"
5_478,Damien Hirst,"The Pain of You Leaving, 2004",2004,"graphite, colour pencil, printed board and silkscreen inks on board",78¾ x 47.2in. (200 x 120cm.),Signed,"100,000 - 150,000 GBP","132,500 GBP",POST-WAR AND CONTEMPORARY ART (DAY SALE) (PM),Christie's London,"Feb. 07, 2008"
5_479,Damien Hirst,"Methamphetamine, FullFormat:,year,2004","FullFormat:,year,2004",colour etching,203 by 110.5cm.; 79 7/8 by 43 1/2 in.,,"12,000 - 15,000 GBP","26,900 GBP",Contemporary Art,Sotheby's London,"Dec. 12, 2007"
5_480,Damien Hirst,"Untitled (Spin Painting), FullFormat:,year,2004","FullFormat:,year,2004",acrylic on paper,diameter: 44cm.; 17 1/4 in.,,"8,000 - 12,000 GBP","24,500 GBP",Contemporary Art,Sotheby's London,"Dec. 12, 2007"
5_481,Damien Hirst,"Untitled (Spin), FullFormat:,year,2003","FullFormat:,year,2003",acrylic and metalic paint on paper,diameter: 45cm.; 17 3/4 in.,,"7,000 - 10,000 GBP","10,625 GBP",Contemporary Art,Sotheby's London,"Dec. 12, 2007"
5_482,Damien Hirst,"Reaper, FullFormat:,year,2003","FullFormat:,year,2003",pencil on paper,15.5 by 11cm.; 6 1/8 by 4 3/8 in.,,"8,000 - 12,000 GBP",Not Sold,Contemporary Art,Sotheby's London,"Dec. 12, 2007"
5_483,Damien Hirst,"Woof!, FullFormat:,year,2004","FullFormat:,year,2004",pen and ink on card,10.3 by 15.2cm.; 4 1/8 by 6in.,,"3,000 - 4,000 GBP",Not Sold,Contemporary Art,Sotheby's London,"Dec. 12, 2007"
5_484,Damien Hirst,"The elusive truth, 2005",2005,"offset lithograph printed in colors, on smooth wove paper",1000 x 680mm,Signed,400 - 600 GBP,Not Sold,Bloomsbury Auctions,"Dreweatts & Bloomsbury Auctions, Bloomsbury House","Nov. 28, 2007"
5_485,Damien Hirst,"The elusive truth, 2005",2005,"offset lithograph printed in colors, on smooth wove paper",1000 x 680mm,Signed,400 - 600 GBP,Not Sold,Bloomsbury Auctions,"Dreweatts & Bloomsbury Auctions, Bloomsbury House","Nov. 28, 2007"
